Identifiant du compteur,Nom du compteur,Coordonnées géographiques,Postal code
100060178-102060178,90 Rue De Sèvres 90 Rue De Sèvres  Vélos NE-SO,"48.84638,2.31529",75015
100060178-102060178,90 Rue De Sèvres 90 Rue De Sèvres  Vélos NE-SO,"48.84638,2.31529",75015
100060178-102060178,90 Rue De Sèvres 90 Rue De Sèvres  Vélos NE-SO,"48.84638,2.31529",75015
100060178-102060178,90 Rue De Sèvres 90 Rue De Sèvres  Vélos NE-SO,"48.84638,2.31529",75015
100060178-101060178,90 Rue De Sèvres 90 Rue De Sèvres  Vélos SO-NE,"48.84638,2.31529",75015
100060178-101060178,90 Rue De Sèvres 90 Rue De Sèvres  Vélos SO-NE,"48.84638,2.31529",75015
100060178-101060178,90 Rue De Sèvres 90 Rue De Sèvres  Vélos SO-NE,"48.84638,2.31529",75015
100060178-101060178,90 Rue De Sèvres 90 Rue De Sèvres  Vélos SO-NE,"48.84638,2.31529",75015
100060178-101060178,90 Rue De Sèvres 90 Rue De Sèvres  Vélos SO-NE,"48.84638,2.31529",75015
100063175-101063175,20 Avenue de Clichy NO-SE,"48.88529,2.32666",75018
100063175-101063175,20 Avenue de Clichy NO-SE,"48.88529,2.32666",75018
100063175-101063175,20 Avenue de Clichy NO-SE,"48.88529,2.32666",75018
100063175-101063175,20 Avenue de Clichy NO-SE,"48.88529,2.32666",75018
100063175-101063175,20 Avenue de Clichy NO-SE,"48.88529,2.32666",75018
100063175-102063175,20 Avenue de Clichy SE-NO,"48.88529,2.32666",75018
100063175-102063175,20 Avenue de Clichy SE-NO,"48.88529,2.32666",75018
100063175-102063175,20 Avenue de Clichy SE-NO,"48.88529,2.32666",75018
100063175-102063175,20 Avenue de Clichy SE-NO,"48.88529,2.32666",75018
100063175-102063175,20 Avenue de Clichy SE-NO,"48.88529,2.32666",75018
100063174-SC,69 Boulevard Ornano N-S,"48.896894,2.344994",75018
100063174-SC,69 Boulevard Ornano N-S,"48.896894,2.344994",75018
100063174-SC,69 Boulevard Ornano N-S,"48.896894,2.344994",75018
100063174-SC,69 Boulevard Ornano N-S,"48.896894,2.344994",75018
100063174-SC,69 Boulevard Ornano N-S,"48.896894,2.344994",75018
100063173-SC,74 Boulevard Ornano S-N,"48.896825,2.345648",75018
100063173-SC,74 Boulevard Ornano S-N,"48.896825,2.345648",75018
100063173-SC,74 Boulevard Ornano S-N,"48.896825,2.345648",75018
100063173-SC,74 Boulevard Ornano S-N,"48.896825,2.345648",75018
100063173-SC,74 Boulevard Ornano S-N,"48.896825,2.345648",75018
