Date de livraison,Longueur du tronçon en m,Running total
2020-05-17,2.0,11979.0
2020-05-18,2.0,11979.0
2020-05-19,2.0,11979.0
2020-05-20,2.0,11979.0
2020-05-21,2.0,11979.0
2020-05-22,2.0,11979.0
2020-05-23,2.0,11979.0
2020-05-24,2.0,11979.0
2020-05-25,2.0,11979.0
2020-05-26,2.0,11979.0
2020-05-27,2.0,11979.0
2020-05-28,1.0,11980.0
2020-05-29,1.0,11981.0
2020-05-30,1.0,11981.0
2020-05-31,1.0,11981.0
2020-06-01,4.0,11985.0
2020-06-02,4.0,11985.0
2020-06-03,4.0,11985.0
2020-06-04,4.0,11985.0
2020-06-05,2.0,11987.0
2020-06-06,2.0,11987.0
2020-06-07,2.0,11987.0
2020-06-08,2.0,11987.0
2020-06-09,2.0,11989.0
2020-06-10,2.0,11989.0
2020-06-11,2.0,11989.0
2020-06-12,2.0,11989.0
2020-06-13,2.0,11991.0
2020-06-14,2.0,11991.0
2020-06-15,2.0,11991.0
2020-06-16,2.0,11991.0
2020-06-17,2.0,11991.0
2020-06-18,5.0,11996.0
2020-06-19,5.0,11996.0
2020-06-20,5.0,11996.0
2020-06-21,5.0,11996.0
2020-06-22,5.0,11996.0
2020-06-23,2.0,11998.0
2020-06-24,3.0,12001.0
2020-06-25,1.0,12002.0
2020-06-26,4.0,12006.0
2020-06-27,2.0,12008.0
2020-06-28,2.0,12008.0
2020-06-29,2.0,12008.0
2020-06-30,1.0,12009.0
2020-07-01,1.0,12009.0
2020-07-02,1.0,12009.0
2020-07-03,1.0,12010.0
2020-07-04,1.0,12011.0
2020-07-05,1.0,12011.0
2020-07-06,1.0,12011.0
2020-07-07,1.0,12011.0
2020-07-08,1.0,12012.0
2020-07-09,1.0,12013.0
2020-07-10,1.0,12013.0
2020-07-11,1.0,12013.0
2020-07-12,1.0,12013.0
2020-07-13,1.0,12013.0
2020-07-14,1.0,12013.0
2020-07-15,1.0,12014.0
2020-07-16,1.0,12014.0
2020-07-17,1.0,12014.0
2020-07-18,1.0,12014.0
2020-07-19,1.0,12014.0
2020-07-20,1.0,12014.0
2020-07-21,1.0,12014.0
2020-07-22,1.0,12014.0
2020-07-23,1.0,12014.0
2020-07-24,1.0,12014.0
2020-07-25,1.0,12014.0
2020-07-26,1.0,12014.0
2020-07-27,1.0,12014.0
2020-07-28,1.0,12014.0
2020-07-29,1.0,12014.0
2020-07-30,1.0,12014.0
2020-07-31,1.0,12014.0
2020-08-01,1.0,12014.0
2020-08-02,1.0,12014.0
2020-08-03,1.0,12014.0
2020-08-04,1.0,12014.0
2020-08-05,3.0,12017.0
2020-08-06,3.0,12017.0
2020-08-07,3.0,12017.0
2020-08-08,3.0,12017.0
2020-08-09,3.0,12017.0
2020-08-10,3.0,12017.0
2020-08-11,3.0,12017.0
2020-08-12,1.0,12018.0
2020-08-13,1.0,12018.0
2020-08-14,1.0,12018.0
2020-08-15,1.0,12018.0
2020-08-16,1.0,12018.0
2020-08-17,1.0,12019.0
2020-08-18,1.0,12019.0
2020-08-19,1.0,12019.0
2020-08-20,1.0,12020.0
2020-08-21,1.0,12020.0
2020-08-22,1.0,12020.0
2020-08-23,1.0,12020.0
2020-08-24,1.0,12020.0
2020-08-25,2.0,12022.0
2020-08-26,2.0,12022.0
2020-08-27,2.0,12022.0
2020-08-28,2.0,12022.0
2020-08-29,2.0,12022.0
2020-08-30,1.0,12023.0
2020-08-31,1.0,12023.0
2020-09-01,1.0,12024.0
2020-09-02,1.0,12024.0
2020-09-03,3.0,12027.0
2020-09-04,3.0,12027.0
2020-09-05,3.0,12027.0
2020-09-06,3.0,12027.0
2020-09-07,1.0,12028.0
2020-09-08,1.0,12028.0
2020-09-09,1.0,12028.0
2020-09-10,1.0,12028.0
2020-09-11,1.0,12028.0
2020-09-12,1.0,12028.0
2020-09-13,1.0,12028.0
2020-09-14,1.0,12028.0
2020-09-15,1.0,12029.0
