iter	Logloss
373	0.2859952688
374	0.2854071973
375	0.285196635
376	0.2848067566
377	0.2843710068
378	0.2839603108
379	0.2832753204
380	0.2828584399
381	0.2824627787
382	0.2819547256
383	0.28134805
384	0.2809803712
385	0.2806365164
386	0.2801376572
387	0.2797191792
388	0.2794716562
389	0.2791794207
390	0.2786380311
391	0.2780608837
392	0.277633098
393	0.2770246326
394	0.2766313495
395	0.2762563973
396	0.2756001898
397	0.2753077455
398	0.2749239618
399	0.2747311149
400	0.2743155039
401	0.2738459119
402	0.2735422973
403	0.2731350168
404	0.2725398943
405	0.272147687
406	0.2714319719
407	0.2710466241
408	0.2706821144
409	0.2701095896
410	0.2697026026
411	0.2693927368
412	0.2688927887
413	0.268538776
414	0.2680324258
415	0.2675456027
416	0.2670238269
417	0.2667738652
418	0.266439756
419	0.2662045531
420	0.2657635953
421	0.2651219254
422	0.2649103288
423	0.2644464711
424	0.2639902168
425	0.2637158907
426	0.2634451468
427	0.2629423865
428	0.2625559386
429	0.2622460138
430	0.2618516583
431	0.26147449
432	0.2609984994
433	0.2606868801
434	0.2604203354
435	0.2600421335
436	0.2596880264
437	0.259529313
438	0.2591851152
439	0.2587509586
440	0.2584935764
441	0.2580952914
442	0.2578035743
443	0.2574903101
444	0.2571862404
445	0.2568568652
446	0.2564766405
447	0.2562394317
448	0.2559084158
449	0.2555152983
450	0.2551714616
451	0.2545496832
452	0.2541363572
453	0.2535408887
454	0.2530722069
455	0.2526659059
456	0.2522578158
457	0.2518508063
458	0.2515510835
459	0.25119646
460	0.2508854345
461	0.2506717422
462	0.2502261057
463	0.249712162
464	0.2494149014
465	0.249150082
466	0.2489487564
467	0.2484220691
468	0.2481152171
469	0.2476280404
470	0.2473396225
471	0.2470023272
472	0.2466972412
473	0.2464315624
474	0.2460530342
475	0.2456208582
476	0.2449812005
477	0.2446544794
478	0.2440608396
479	0.2435802173
480	0.243333501
481	0.2430031325
482	0.2427269954
483	0.2422368901
484	0.2419669235
485	0.2416568361
486	0.2413243787
487	0.2406485242
488	0.2401154866
489	0.2397483962
490	0.2394855127
491	0.2390208456
492	0.2386717814
493	0.2383339904
494	0.2378392576
495	0.2374862456
496	0.2372714117
497	0.237087836
498	0.2368402615
499	0.2362472702
500	0.2359690382
501	0.2357527483
502	0.235191922
503	0.234806325
504	0.2344612333
505	0.234119255
506	0.2336821518
507	0.2334066904
508	0.2329181489
509	0.2325507439
510	0.2321604146
511	0.231843997
512	0.2316641579
513	0.2312218625
514	0.231002191
515	0.2306972541
516	0.2302738923
517	0.229975578
518	0.2296162037
519	0.2293418724
520	0.2290405764
521	0.228441903
522	0.2281310482
523	0.2276501888
524	0.2270674971
525	0.2265771871
526	0.2263534977
527	0.2258852191
528	0.2256016412
529	0.2252507017
530	0.2248109208
531	0.2242148425
532	0.2239510147
533	0.2237233399
534	0.2234693851
535	0.22316636
536	0.2229534026
537	0.2225908345
538	0.2220118108
539	0.2217577364
540	0.2215449237
541	0.2212027205
542	0.2209546357
543	0.220561628
544	0.2202346548
545	0.2200375377
546	0.2195923768
547	0.2191543104
548	0.2187112115
549	0.2185138529
550	0.2183905297
551	0.2181524882
552	0.2179861014
553	0.2178500127
554	0.2176466024
555	0.2174715291
556	0.2170003597
557	0.2165773571
558	0.2161673432
559	0.2157748953
560	0.2155122406
561	0.2151534462
562	0.2147892934
563	0.2144562064
564	0.2142875607
565	0.2140474143
566	0.2136577693
567	0.2132737268
568	0.2128722464
569	0.2125549564
570	0.2122838157
571	0.2116805183
572	0.2113936166
573	0.211002791
574	0.2107867961
575	0.2103963519
576	0.2100162291
577	0.2096080057
578	0.2093756288
579	0.2088191412
580	0.2086952694
581	0.208434352
582	0.2082243474
583	0.2077863281
584	0.2076001946
585	0.207377563
586	0.207155146
587	0.2068890337
588	0.2064785819
589	0.206244545
590	0.205985186
591	0.205612547
592	0.2051823273
593	0.2047315929
594	0.2044636602
595	0.2040737893
596	0.2038305307
597	0.2034095986
598	0.2029789642
599	0.2026770485
600	0.2024137071
601	0.2020112139
602	0.201665785
603	0.2014560948
604	0.2011622756
605	0.2008621494
606	0.2005167671
607	0.2002540565
608	0.200189357
609	0.1999068393
610	0.1995341505
611	0.1992230237
612	0.1989205641
613	0.1985966038
614	0.1980675433
615	0.1977667881
616	0.1974983717
617	0.1973051658
618	0.1970739602
619	0.196806774
620	0.1963535142
621	0.196002356
622	0.1958003429
623	0.1955500129
624	0.1953302622
625	0.1950275117
626	0.1948245053
627	0.1944272363
628	0.1941619114
629	0.1938603184
630	0.1934869562
631	0.1932765629
632	0.1928720958
633	0.1924758564
634	0.1918286982
635	0.1916263237
636	0.1912338547
637	0.1910166315
638	0.1907863471
639	0.1904237172
640	0.1902312009
641	0.1898751911
642	0.1896726378
643	0.1892507974
644	0.1890738083
645	0.188677835
646	0.1882502362
647	0.1879889907
648	0.1875111005
649	0.1873591336
650	0.1870552784
651	0.1869299023
652	0.1865650242
653	0.1862979719
654	0.1861449154
655	0.1857782761
656	0.1854592417
657	0.1851941037
658	0.1848511119
659	0.1846881173
660	0.1842879657
661	0.1839063199
662	0.1835340471
663	0.1830996474
664	0.1829735085
665	0.1825549412
666	0.1821740164
667	0.181929567
668	0.1818110971
669	0.18127296
670	0.1809715999
671	0.1805797008
672	0.1802055081
673	0.1799555657
674	0.1796556786
675	0.1795334739
676	0.1791716168
677	0.1787265623
678	0.1784364291
679	0.1781045214
680	0.1779030035
681	0.1774685205
682	0.1770058218
683	0.1765048718
684	0.1763076603
685	0.1759578935
686	0.1755691053
687	0.1753802818
688	0.1751013541
689	0.1749157932
690	0.174688715
691	0.1744986093
692	0.1741344288
693	0.1737891152
694	0.1732938413
695	0.173068634
696	0.172757047
697	0.172445256
698	0.1721361205
699	0.1720530696
700	0.1718657923
701	0.1715484887
702	0.1712839161
703	0.1710892993
704	0.1706986372
705	0.170380096
706	0.1699647894
707	0.1695912922
708	0.1693074841
709	0.1689228931
710	0.1685362705
711	0.1681100449
712	0.167728279
713	0.1674741503
714	0.1671666453
715	0.1669494826
716	0.1667323121
717	0.1664492017
718	0.1661999866
719	0.1659964836
720	0.165704009
721	0.1654079115
722	0.1650897434
723	0.1648527919
724	0.164714438
725	0.1643704409
726	0.1640455115
727	0.1638546027
728	0.1635745286
729	0.1633286459
730	0.1630139328
731	0.1627069163
732	0.162155264
733	0.1619109383
734	0.1616441768
735	0.1613846315
736	0.161054626
737	0.1607331236
738	0.1605484922
739	0.1602873933
740	0.1600245735
741	0.1597835748
742	0.1595596326
743	0.1593335766
744	0.1591167981
745	0.1589008812
746	0.1585858135
747	0.158346381
748	0.1578939628
749	0.1576611811
750	0.1574160258
751	0.1570908416
752	0.1569444497
753	0.1566398021
754	0.1564599384
755	0.1562223261
756	0.1559424296
757	0.155758241
758	0.1554785741
759	0.1553343474
760	0.1549950859
761	0.154696305
762	0.1544541992
763	0.1542941437
764	0.1539751965
765	0.1537342021
766	0.1534951661
767	0.1531826122
768	0.1528674613
769	0.1525501294
770	0.1522506665
771	0.1520535072
772	0.1516390405
773	0.1514643473
774	0.1512350731
775	0.1508523739
776	0.150596782
777	0.1503400505
778	0.1500544987
779	0.149886907
780	0.1496634728
781	0.1493608717
782	0.149057372
783	0.1487332925
784	0.1483851955
785	0.1481812225
786	0.1478904219
787	0.1475633258
788	0.1474181053
789	0.1471945118
790	0.1469305532
791	0.1466542243
792	0.1462569197
793	0.146034258
794	0.1457868242
795	0.1452909375
796	0.1449176494
797	0.1447572232
798	0.1445104756
799	0.1442752944
800	0.1440942364
801	0.143798758
802	0.1433653276
803	0.1430147196
804	0.1427552238
805	0.142471216
806	0.1420883288
807	0.1418784258
808	0.1415824183
809	0.1413968975
810	0.141253037
811	0.141136063
812	0.1409568654
813	0.1406540061
814	0.1404686448
815	0.1402646073
816	0.1400412754
817	0.1398675731
818	0.1396451114
819	0.1393829312
820	0.1392207383
821	0.1388996457
822	0.138747841
823	0.138614065
824	0.1384494417
825	0.1382930468
826	0.1380139419
827	0.1378986435
828	0.1377415572
829	0.1375608351
830	0.1373501183
831	0.1370781665
832	0.1368294912
833	0.1366226507
834	0.1363599328
835	0.136151775
836	0.1359728807
837	0.135838409
838	0.1356429976
839	0.1354426998
840	0.1352395611
841	0.1349914641
842	0.1347999735
843	0.1346239766
844	0.1343458264
845	0.1340918167
846	0.1339960489
847	0.1338879239
848	0.1335967104
849	0.1333711277
850	0.1330614647
851	0.1327724616
852	0.1324675642
853	0.1321552712
854	0.1319522012
855	0.1318217158
856	0.1315095922
857	0.1313215633
858	0.1309646598
859	0.1307810922
860	0.1304357322
861	0.1300836311
862	0.1299247786
863	0.1297680677
864	0.1295436395
865	0.1292850275
866	0.1291148184
867	0.1288053784
868	0.128620562
869	0.1283385964
870	0.128062662
871	0.1277880992
872	0.127600316
873	0.1273554038
874	0.1270720123
875	0.1268499782
876	0.1265112899
877	0.1262373757
878	0.1259565391
879	0.1257533432
880	0.1255381997
881	0.1252671812
882	0.1249553261
883	0.1247968746
884	0.1247220892
885	0.1245447463
886	0.124314599
887	0.12415647
888	0.1240860679
889	0.1240147755
890	0.1237527799
891	0.1236675906
892	0.1233472837
893	0.123119197
894	0.1229486826
895	0.1226980117
896	0.1225534485
897	0.1223213574
898	0.1221992002
899	0.1218384475
900	0.1215585495
901	0.1213789583
902	0.1210399565
903	0.1209055835
904	0.1205633101
905	0.1203098966
906	0.1200206647
907	0.1197363052
908	0.1195951845
909	0.1194074987
910	0.1192289131
911	0.119073443
912	0.1188692782
913	0.1186215519
914	0.1183763332
915	0.1181422809
916	0.1179485933
917	0.1177987935
918	0.1175807914
919	0.1174203385
920	0.1171244725
921	0.1168834925
922	0.1167721673
923	0.1165534789
924	0.116444243
925	0.1161883833
926	0.1159398915
927	0.1157024397
928	0.1154027491
929	0.1151692052
930	0.1149410551
931	0.1146803489
932	0.114328673
933	0.1141384544
934	0.1139242682
935	0.1136604671
936	0.1134142066
937	0.1131707209
938	0.1130136457
939	0.1128124349
940	0.1126394267
941	0.1124055338
942	0.112152227
943	0.1119396234
944	0.1118132457
945	0.1116262437
946	0.1115145918
947	0.11134875
948	0.1111917738
949	0.1110108588
950	0.1108080563
951	0.110695906
952	0.1104243565
953	0.1103114915
954	0.1101529612
955	0.1099381623
956	0.1096847468
957	0.1093881321
958	0.1090649207
959	0.1088140142
960	0.1086063697
961	0.1083770915
962	0.1081799989
963	0.1080026503
964	0.1078542243
965	0.1076604087
966	0.1075446908
967	0.1074411637
968	0.107198116
969	0.1069916311
970	0.1067759228
971	0.1065690487
972	0.1063699855
973	0.1061841382
974	0.105964988
975	0.1057493167
976	0.1054262868
977	0.1052095038
978	0.1050200999
979	0.1048951904
980	0.104733381
981	0.1044496774
982	0.1042325876
983	0.1041207648
984	0.1039962333
985	0.1037901893
986	0.1036004128
987	0.1034898084
988	0.1032532024
989	0.1031122183
990	0.1028684511
991	0.102628205
992	0.1024151629
993	0.1022558373
994	0.1020854209
995	0.1018226642
996	0.1016201545
997	0.1013725173
998	0.101165062
999	0.1009995102
